cliente_id,fecha,producto,categoria,monto,canal,descuento_aplicado
REGU_0336,2025-11-03,Webcam HD,Laptops,452.99,Online,0
REGU_0336,2025-10-22,Laptop Bag,Accesorios,461.13,Online,15
REGU_0336,2025-10-27,MacBook Pro,Accesorios,241.01,Online,0
REGU_0337,2025-11-09,iPhone 14,Accesorios,223.43,Tienda,10
REGU_0337,2025-11-22,iPad,Smartphones,329.42,Online,0
REGU_0337,2025-11-12,Mechanical Keyboard,Gaming,105.84,Online,15
REGU_0337,2025-11-15,iPad,Gaming,166.76,Online,0
REGU_0337,2025-11-12,Monitor 4K,Gaming,131.58,Online,0
REGU_0338,2025-11-21,MacBook Pro,Accesorios,305.0,Online,5
REGU_0338,2025-11-23,Monitor 4K,Smartphones,372.54,App,5
REGU_0338,2025-12-09,Mechanical Keyboard,Gaming,346.7,Online,0
REGU_0339,2025-10-24,iPad,Smartphones,303.02,Tienda,10
REGU_0339,2025-11-26,Monitor 4K,Smartphones,87.71,Tienda,0
REGU_0339,2025-12-10,Mechanical Keyboard,Laptops,388.39,Tienda,15
REGU_0339,2025-11-16,AirPods,Smartphones,156.84,Tienda,5
REGU_0339,2025-10-22,iPad,Smartphones,228.62,Tienda,10
REGU_0339,2025-10-28,Monitor 4K,Smartphones,247.08,Tienda,10
REGU_0340,2025-11-18,Smartphone Case,Laptops,504.33,Tienda,0
REGU_0340,2025-12-02,MacBook Pro,Laptops,249.73,Tienda,10
REGU_0340,2025-11-01,iPhone 14,Smartphones,264.43,Online,0
REGU_0341,2025-10-15,AirPods,Accesorios,645.47,Online,15
REGU_0341,2025-12-07,iPhone 14,Smartphones,466.32,Online,5
REGU_0341,2025-10-11,MacBook Pro,Smartphones,366.49,Online,0
REGU_0341,2025-12-09,Webcam HD,Smartphones,498.82,Online,10
REGU_0342,2025-11-19,Mechanical Keyboard,Accesorios,115.43,Online,0
REGU_0342,2025-10-18,AirPods,Gaming,71.69,Online,0
REGU_0342,2025-11-25,Smartphone Case,Gaming,144.05,Online,0
REGU_0342,2025-11-09,Smartphone Case,Gaming,149.35,Online,0
REGU_0342,2025-10-12,Monitor 4K,Gaming,194.69,Tienda,5
REGU_0342,2025-12-10,Monitor 4K,Gaming,98.12,Online,0
REGU_0343,2025-11-27,AirPods,Accesorios,50.0,Online,5
REGU_0343,2025-11-19,Mechanical Keyboard,Accesorios,73.36,Tienda,5
REGU_0343,2025-10-30,Webcam HD,Accesorios,50.0,Online,15
REGU_0343,2025-11-28,Mechanical Keyboard,Smartphones,58.47,Tienda,10
REGU_0343,2025-11-27,iPhone 14,Laptops,57.03,Online,0
REGU_0343,2025-11-30,Smartphone Case,Accesorios,95.26,Online,0
REGU_0343,2025-11-03,Smartphone Case,Accesorios,58.19,Online,0
REGU_0343,2025-12-03,Gaming Mouse,Accesorios,50.0,Online,0
REGU_0343,2025-12-11,Gaming Mouse,Accesorios,143.69,App,0
REGU_0344,2025-10-27,iPhone 14,Gaming,161.44,Online,5
REGU_0344,2025-12-13,iPhone 14,Gaming,123.32,App,0
REGU_0344,2025-11-26,Laptop Bag,Gaming,223.52,Online,5
REGU_0344,2025-11-08,Mechanical Keyboard,Gaming,129.52,Tienda,15
REGU_0344,2025-11-17,Mechanical Keyboard,Gaming,139.91,Online,10
REGU_0344,2025-11-22,AirPods,Smartphones,190.03,Online,5
REGU_0345,2025-11-11,AirPods,Smartphones,127.64,Tienda,0
REGU_0345,2025-12-14,Monitor 4K,Smartphones,50.0,Tienda,0
REGU_0345,2025-12-11,AirPods,Smartphones,50.0,App,10
REGU_0345,2025-11-29,Laptop Bag,Gaming,50.0,Tienda,5
REGU_0346,2025-10-27,Mechanical Keyboard,Accesorios,190.78,Tienda,5
REGU_0346,2025-11-18,iPad,Gaming,175.98,Tienda,0
REGU_0346,2025-11-15,Webcam HD,Accesorios,287.81,Tienda,5
REGU_0346,2025-11-26,Smartphone Case,Accesorios,458.4,Tienda,0
REGU_0346,2025-12-03,Mechanical Keyboard,Accesorios,305.66,Tienda,5
REGU_0347,2025-11-19,Smartphone Case,Smartphones,462.57,Online,5
REGU_0347,2025-10-25,Webcam HD,Smartphones,417.33,Online,0
REGU_0348,2025-10-19,Monitor 4K,Laptops,153.12,Tienda,10
REGU_0348,2025-11-12,iPhone 14,Laptops,150.34,Tienda,0
REGU_0348,2025-11-02,Gaming Mouse,Laptops,128.93,Online,0
REGU_0348,2025-10-30,AirPods,Laptops,121.22,Tienda,10
REGU_0349,2025-10-11,MacBook Pro,Smartphones,446.93,Tienda,5
REGU_0349,2025-11-19,Monitor 4K,Smartphones,380.67,Online,0
REGU_0349,2025-10-16,Laptop Bag,Smartphones,142.07,Online,0
REGU_0349,2025-11-27,iPhone 14,Smartphones,216.52,Online,15
REGU_0349,2025-11-13,AirPods,Smartphones,156.48,Online,0
REGU_0350,2025-11-26,Laptop Bag,Accesorios,143.75,App,10
REGU_0350,2025-10-21,Gaming Mouse,Accesorios,88.86,Tienda,0
REGU_0350,2025-11-16,Webcam HD,Accesorios,148.58,Tienda,5
REGU_0350,2025-11-27,iPhone 14,Laptops,186.51,Tienda,0
REGU_0350,2025-10-11,Smartphone Case,Accesorios,386.09,Tienda,0
REGU_0350,2025-12-12,iPhone 14,Accesorios,258.4,Online,15
REGU_0350,2025-11-12,Mechanical Keyboard,Smartphones,52.99,Tienda,15
REGU_0351,2025-12-07,AirPods,Smartphones,129.58,Online,5
REGU_0351,2025-12-08,MacBook Pro,Gaming,143.72,Online,5
REGU_0351,2025-11-16,iPhone 14,Laptops,80.95,Online,0
REGU_0351,2025-12-08,iPhone 14,Accesorios,92.36,Online,5
REGU_0351,2025-11-22,iPhone 14,Gaming,102.09,Online,0
REGU_0351,2025-10-29,Smartphone Case,Laptops,128.41,Online,0
REGU_0351,2025-11-27,Gaming Mouse,Accesorios,235.8,Online,0
REGU_0351,2025-12-14,Laptop Bag,Accesorios,93.23,Online,5
REGU_0352,2025-11-27,Smartphone Case,Accesorios,135.89,Online,0
REGU_0352,2025-10-16,iPhone 14,Accesorios,231.89,Tienda,5
REGU_0352,2025-11-13,AirPods,Accesorios,260.57,Online,20
REGU_0352,2025-10-25,iPhone 14,Accesorios,142.39,Tienda,10
REGU_0352,2025-11-28,Gaming Mouse,Accesorios,282.54,Tienda,10
REGU_0353,2025-10-29,AirPods,Smartphones,427.88,App,5
REGU_0353,2025-11-23,Monitor 4K,Smartphones,192.8,App,10
REGU_0353,2025-10-25,MacBook Pro,Accesorios,346.7,App,0
REGU_0353,2025-10-08,Smartphone Case,Accesorios,368.44,App,0
REGU_0353,2025-11-17,Mechanical Keyboard,Laptops,213.57,App,15
REGU_0354,2025-11-14,Mechanical Keyboard,Accesorios,174.75,Online,0
REGU_0354,2025-11-29,iPhone 14,Laptops,91.33,Tienda,15
REGU_0354,2025-12-04,AirPods,Accesorios,146.67,Online,0
REGU_0354,2025-11-10,Laptop Bag,Accesorios,50.0,Tienda,5
REGU_0354,2025-11-27,Webcam HD,Accesorios,137.64,Online,5
REGU_0354,2025-11-09,Smartphone Case,Accesorios,108.24,Online,10
REGU_0355,2025-11-04,Webcam HD,Smartphones,155.97,App,20
REGU_0355,2025-11-21,Monitor 4K,Accesorios,139.56,Tienda,0
REGU_0355,2025-11-03,Monitor 4K,Gaming,371.99,Tienda,20
REGU_0355,2025-11-11,Mechanical Keyboard,Accesorios,156.79,Tienda,0
REGU_0355,2025-11-18,MacBook Pro,Accesorios,109.59,App,10
REGU_0355,2025-10-19,Webcam HD,Accesorios,248.08,Tienda,10
REGU_0355,2025-11-05,Gaming Mouse,Accesorios,228.06,Tienda,0
REGU_0356,2025-11-01,Mechanical Keyboard,Smartphones,72.09,App,5
REGU_0356,2025-11-04,Mechanical Keyboard,Gaming,83.82,App,5
REGU_0356,2025-11-27,Laptop Bag,Gaming,68.66,App,5
REGU_0356,2025-11-21,MacBook Pro,Gaming,52.46,App,0
REGU_0356,2025-11-04,iPhone 14,Gaming,50.0,Online,0
REGU_0356,2025-11-02,Laptop Bag,Gaming,92.71,App,5
REGU_0356,2025-11-12,Smartphone Case,Gaming,54.44,App,10
REGU_0356,2025-10-22,Monitor 4K,Gaming,60.26,App,0
REGU_0357,2025-10-11,Smartphone Case,Laptops,225.87,Online,10
REGU_0357,2025-12-03,Mechanical Keyboard,Gaming,356.31,Online,5
REGU_0357,2025-11-24,Webcam HD,Gaming,295.59,Online,5
REGU_0357,2025-11-11,Laptop Bag,Gaming,278.36,Online,0
REGU_0357,2025-10-15,iPhone 14,Accesorios,361.09,Online,10
REGU_0358,2025-12-09,Monitor 4K,Gaming,213.11,Online,15
REGU_0358,2025-11-07,Gaming Mouse,Smartphones,81.71,Online,0
REGU_0358,2025-11-26,AirPods,Gaming,108.78,Online,0
REGU_0358,2025-10-23,MacBook Pro,Laptops,131.36,Online,10
REGU_0358,2025-11-22,Mechanical Keyboard,Gaming,71.35,Online,5
REGU_0358,2025-10-28,iPhone 14,Smartphones,191.56,Tienda,0
REGU_0359,2025-11-19,Webcam HD,Laptops,73.31,Tienda,10
REGU_0359,2025-11-06,Laptop Bag,Gaming,115.39,Online,0
REGU_0359,2025-11-14,Gaming Mouse,Smartphones,203.44,Online,0
REGU_0359,2025-11-26,Monitor 4K,Laptops,103.41,App,10
REGU_0359,2025-12-02,Laptop Bag,Laptops,50.0,Online,10
REGU_0359,2025-11-28,AirPods,Gaming,118.81,Online,10
REGU_0359,2025-10-19,Mechanical Keyboard,Laptops,118.66,Online,0
REGU_0360,2025-11-30,AirPods,Gaming,213.12,Online,10
REGU_0360,2025-11-29,Gaming Mouse,Gaming,440.9,Online,0
REGU_0360,2025-11-20,AirPods,Gaming,677.53,Online,5
REGU_0360,2025-12-13,AirPods,Gaming,164.77,Online,5
REGU_0361,2025-11-25,Smartphone Case,Gaming,97.16,Online,10
REGU_0361,2025-11-09,Monitor 4K,Accesorios,102.37,Tienda,0
REGU_0361,2025-11-01,iPad,Gaming,193.95,Online,10
REGU_0361,2025-12-05,iPad,Accesorios,125.12,Online,0
REGU_0361,2025-10-28,MacBook Pro,Laptops,73.82,Online,0
REGU_0362,2025-12-02,iPad,Laptops,112.18,Online,0
REGU_0362,2025-11-23,MacBook Pro,Smartphones,203.52,Online,5
REGU_0362,2025-11-25,Monitor 4K,Gaming,182.17,Tienda,20
REGU_0362,2025-12-07,Webcam HD,Smartphones,104.04,Online,5
REGU_0362,2025-12-08,Webcam HD,Smartphones,159.66,Tienda,10
REGU_0362,2025-10-31,Mechanical Keyboard,Smartphones,209.5,Online,0
REGU_0362,2025-11-07,AirPods,Gaming,252.45,App,10
REGU_0362,2025-12-04,iPhone 14,Smartphones,287.47,Online,0
REGU_0363,2025-11-15,Monitor 4K,Smartphones,194.45,App,10
REGU_0363,2025-11-16,Monitor 4K,Laptops,281.87,App,5
REGU_0363,2025-12-03,iPhone 14,Accesorios,425.13,App,0
REGU_0363,2025-11-09,Smartphone Case,Laptops,193.12,App,10
REGU_0363,2025-11-27,MacBook Pro,Laptops,659.38,App,0
REGU_0364,2025-11-12,Monitor 4K,Laptops,104.5,Online,5
REGU_0364,2025-11-07,Webcam HD,Laptops,288.01,Online,20
REGU_0364,2025-11-17,Monitor 4K,Gaming,110.43,Online,0
REGU_0364,2025-11-17,Smartphone Case,Laptops,78.85,Online,0
REGU_0365,2025-11-12,Laptop Bag,Laptops,200.78,Tienda,0
REGU_0365,2025-11-18,Monitor 4K,Accesorios,264.27,Online,0
REGU_0365,2025-10-15,iPhone 14,Gaming,101.45,Online,0
REGU_0365,2025-10-20,iPad,Laptops,264.39,Tienda,10
REGU_0365,2025-10-25,Monitor 4K,Smartphones,73.24,Online,10
REGU_0365,2025-10-18,AirPods,Gaming,126.68,Online,10
REGU_0365,2025-11-04,iPhone 14,Laptops,187.22,Online,0
REGU_0366,2025-11-10,iPhone 14,Laptops,89.45,App,0
REGU_0366,2025-12-01,Monitor 4K,Laptops,157.08,Online,0
REGU_0366,2025-11-22,Laptop Bag,Laptops,176.52,Tienda,20
REGU_0366,2025-11-08,MacBook Pro,Laptops,97.19,App,0
REGU_0366,2025-11-03,Mechanical Keyboard,Smartphones,187.68,App,15
REGU_0366,2025-10-24,iPad,Laptops,103.84,Tienda,5
REGU_0366,2025-10-25,MacBook Pro,Gaming,168.39,App,5
REGU_0366,2025-12-13,Smartphone Case,Smartphones,211.93,App,5
REGU_0367,2025-11-30,Mechanical Keyboard,Laptops,448.82,Tienda,0
REGU_0367,2025-11-22,iPhone 14,Laptops,216.32,Tienda,0
REGU_0367,2025-10-15,Mechanical Keyboard,Laptops,240.07,Online,5
REGU_0367,2025-10-25,Monitor 4K,Laptops,252.27,Tienda,10
REGU_0368,2025-11-15,Monitor 4K,Laptops,177.35,App,0
REGU_0368,2025-11-11,Gaming Mouse,Laptops,101.25,App,10
REGU_0368,2025-11-07,Smartphone Case,Laptops,211.82,Tienda,5
REGU_0368,2025-11-28,MacBook Pro,Laptops,300.58,App,5
REGU_0368,2025-12-03,MacBook Pro,Smartphones,71.75,App,10
REGU_0368,2025-11-20,Webcam HD,Laptops,114.56,Online,0
REGU_0368,2025-11-29,Monitor 4K,Smartphones,62.46,App,5
REGU_0368,2025-12-13,Mechanical Keyboard,Accesorios,164.73,App,0
REGU_0369,2025-11-06,MacBook Pro,Gaming,107.76,Online,10
REGU_0369,2025-11-28,iPhone 14,Gaming,201.99,Online,10
REGU_0369,2025-12-05,Gaming Mouse,Gaming,155.26,Online,5
REGU_0370,2025-11-18,iPhone 14,Gaming,1315.66,Online,5
REGU_0370,2025-11-28,iPad,Gaming,373.54,Online,5
REGU_0371,2025-11-07,iPad,Smartphones,485.13,Online,5
REGU_0371,2025-11-07,Gaming Mouse,Smartphones,281.15,Online,0
REGU_0371,2025-10-25,Gaming Mouse,Smartphones,200.32,Tienda,10
REGU_0371,2025-11-28,Mechanical Keyboard,Smartphones,258.56,App,0
REGU_0372,2025-12-14,Smartphone Case,Accesorios,651.51,Online,5
REGU_0372,2025-12-04,Monitor 4K,Accesorios,385.35,App,0
REGU_0372,2025-12-06,Laptop Bag,Accesorios,229.75,Online,0
REGU_0372,2025-11-22,Laptop Bag,Accesorios,192.24,Online,20
REGU_0372,2025-11-23,Smartphone Case,Smartphones,163.38,Online,5
REGU_0373,2025-12-01,iPad,Smartphones,130.21,App,15
REGU_0373,2025-11-26,AirPods,Laptops,102.2,Tienda,5
REGU_0373,2025-10-30,Mechanical Keyboard,Smartphones,97.48,App,5
REGU_0373,2025-10-08,Smartphone Case,Laptops,72.93,Tienda,10
REGU_0373,2025-10-17,AirPods,Laptops,98.84,Tienda,0
REGU_0374,2025-12-10,Mechanical Keyboard,Accesorios,747.34,App,0
REGU_0374,2025-11-06,Monitor 4K,Laptops,465.38,Online,15
REGU_0375,2025-12-11,iPad,Laptops,153.34,Tienda,0
REGU_0375,2025-11-10,Smartphone Case,Laptops,114.99,Tienda,20
REGU_0375,2025-10-24,Mechanical Keyboard,Laptops,288.21,Tienda,10
REGU_0375,2025-11-12,iPad,Laptops,121.76,Tienda,10
REGU_0375,2025-11-16,Laptop Bag,Laptops,329.05,Tienda,10
REGU_0375,2025-12-11,Monitor 4K,Gaming,224.35,Tienda,5
REGU_0376,2025-12-02,Mechanical Keyboard,Laptops,268.63,Online,15
REGU_0376,2025-10-05,Laptop Bag,Laptops,265.8,Online,0
REGU_0376,2025-11-27,AirPods,Laptops,285.42,App,5
REGU_0377,2025-12-08,Mechanical Keyboard,Smartphones,179.08,Tienda,0
REGU_0377,2025-12-05,iPad,Smartphones,201.86,Tienda,0
REGU_0377,2025-10-28,Gaming Mouse,Smartphones,76.61,Tienda,0
REGU_0377,2025-11-09,MacBook Pro,Smartphones,102.54,Online,15
REGU_0377,2025-11-04,Monitor 4K,Accesorios,73.78,Online,5
REGU_0377,2025-11-29,AirPods,Smartphones,161.56,Tienda,5
REGU_0377,2025-10-27,MacBook Pro,Smartphones,144.96,Tienda,20
REGU_0378,2025-12-09,Gaming Mouse,Laptops,202.64,Tienda,0
REGU_0378,2025-10-31,Webcam HD,Accesorios,164.17,Tienda,0
REGU_0378,2025-11-27,Laptop Bag,Laptops,171.24,Tienda,0
REGU_0378,2025-11-29,MacBook Pro,Laptops,208.81,Tienda,0
REGU_0379,2025-11-22,Laptop Bag,Accesorios,99.35,Tienda,0
REGU_0379,2025-11-27,MacBook Pro,Accesorios,362.52,Tienda,10
REGU_0379,2025-11-12,MacBook Pro,Accesorios,169.57,Tienda,20
REGU_0379,2025-12-11,Gaming Mouse,Accesorios,85.03,Tienda,0
REGU_0379,2025-11-02,AirPods,Accesorios,54.9,App,5
REGU_0380,2025-12-01,MacBook Pro,Laptops,279.66,Tienda,10
REGU_0380,2025-12-03,AirPods,Laptops,171.95,Tienda,0
REGU_0380,2025-10-31,Monitor 4K,Laptops,295.47,Tienda,5
REGU_0381,2025-11-05,AirPods,Accesorios,206.09,Online,10
REGU_0381,2025-11-05,Gaming Mouse,Accesorios,217.18,Tienda,0
REGU_0381,2025-11-25,Mechanical Keyboard,Accesorios,233.33,Online,15
REGU_0381,2025-11-09,Gaming Mouse,Accesorios,291.46,Online,0
REGU_0381,2025-11-01,Monitor 4K,Accesorios,139.25,Online,10
REGU_0381,2025-11-03,Monitor 4K,Laptops,210.32,Online,15
REGU_0381,2025-11-26,AirPods,Accesorios,357.02,Tienda,0
REGU_0381,2025-11-08,AirPods,Accesorios,172.49,Online,0
REGU_0382,2025-10-29,Smartphone Case,Laptops,358.04,Tienda,15
REGU_0382,2025-12-05,Mechanical Keyboard,Accesorios,237.58,Tienda,10
REGU_0382,2025-11-28,AirPods,Laptops,454.7,Online,10
REGU_0382,2025-11-20,Laptop Bag,Smartphones,288.89,Tienda,10
REGU_0382,2025-11-19,Monitor 4K,Accesorios,268.19,Tienda,0
REGU_0383,2025-12-11,AirPods,Accesorios,108.56,App,0
REGU_0383,2025-11-26,Mechanical Keyboard,Accesorios,131.75,App,5
REGU_0383,2025-12-08,MacBook Pro,Accesorios,65.31,Tienda,0
REGU_0383,2025-10-27,AirPods,Accesorios,195.81,Tienda,10
REGU_0383,2025-12-07,iPad,Smartphones,172.67,App,0
REGU_0384,2025-11-27,Webcam HD,Laptops,221.62,Tienda,0
REGU_0384,2025-12-13,iPad,Laptops,381.76,Online,0
REGU_0384,2025-11-09,MacBook Pro,Gaming,241.86,Tienda,5
REGU_0384,2025-12-05,iPad,Accesorios,151.04,Tienda,0
REGU_0385,2025-10-28,Smartphone Case,Laptops,187.6,Tienda,15
REGU_0385,2025-10-30,Monitor 4K,Smartphones,403.5,App,5
REGU_0385,2025-10-16,MacBook Pro,Laptops,253.57,Online,15
REGU_0385,2025-11-25,Webcam HD,Smartphones,324.29,Tienda,10
REGU_0385,2025-10-22,MacBook Pro,Laptops,179.99,App,0
REGU_0386,2025-11-25,MacBook Pro,Gaming,196.48,Online,5
REGU_0386,2025-12-10,MacBook Pro,Gaming,84.98,Online,10
REGU_0386,2025-12-03,Smartphone Case,Gaming,240.42,Online,10
REGU_0386,2025-11-28,Webcam HD,Smartphones,138.59,Tienda,20
REGU_0387,2025-10-14,Monitor 4K,Gaming,209.21,Online,5
REGU_0387,2025-11-26,AirPods,Gaming,687.92,Online,10
REGU_0387,2025-10-20,iPad,Gaming,98.83,Online,15
REGU_0387,2025-11-06,AirPods,Gaming,223.63,Online,0
REGU_0388,2025-12-12,iPhone 14,Gaming,183.72,Tienda,0
REGU_0388,2025-12-12,Monitor 4K,Laptops,237.82,Tienda,10
REGU_0388,2025-11-20,Monitor 4K,Laptops,262.11,Tienda,0
REGU_0388,2025-12-14,Monitor 4K,Laptops,99.48,Tienda,5
REGU_0388,2025-10-28,Laptop Bag,Laptops,137.98,Tienda,20
REGU_0389,2025-12-02,Webcam HD,Gaming,424.28,App,20
REGU_0389,2025-10-24,AirPods,Gaming,994.5,Tienda,5
REGU_0389,2025-11-29,Monitor 4K,Laptops,226.41,App,5
REGU_0390,2025-12-10,MacBook Pro,Laptops,126.97,Tienda,5
REGU_0390,2025-10-13,Monitor 4K,Gaming,129.01,Tienda,0
REGU_0390,2025-11-29,Webcam HD,Laptops,133.83,Tienda,5
REGU_0390,2025-10-25,Gaming Mouse,Laptops,76.87,App,0
REGU_0391,2025-11-13,Webcam HD,Smartphones,130.56,Online,10
REGU_0391,2025-10-28,Mechanical Keyboard,Smartphones,155.33,Online,20
REGU_0391,2025-11-22,Gaming Mouse,Gaming,147.78,Online,20
REGU_0391,2025-11-24,Gaming Mouse,Smartphones,118.85,App,0
REGU_0391,2025-11-18,Laptop Bag,Accesorios,198.4,App,0
REGU_0392,2025-10-29,Mechanical Keyboard,Accesorios,832.0,Online,10
REGU_0393,2025-11-16,Smartphone Case,Smartphones,118.07,App,5
REGU_0393,2025-12-03,Monitor 4K,Smartphones,121.05,App,5
REGU_0393,2025-11-14,Gaming Mouse,Smartphones,177.64,App,5
REGU_0393,2025-10-23,Smartphone Case,Smartphones,133.79,Online,10
REGU_0393,2025-11-16,Webcam HD,Accesorios,81.54,App,15
REGU_0393,2025-11-28,AirPods,Laptops,80.15,App,10
REGU_0393,2025-12-07,AirPods,Laptops,87.46,App,0
REGU_0394,2025-12-13,MacBook Pro,Gaming,153.14,App,0
REGU_0394,2025-11-17,MacBook Pro,Gaming,189.63,App,20
REGU_0394,2025-10-21,iPhone 14,Smartphones,194.3,App,0
REGU_0394,2025-12-03,iPad,Gaming,189.97,Online,0
REGU_0394,2025-11-02,Gaming Mouse,Gaming,174.78,App,0
REGU_0394,2025-10-20,iPad,Smartphones,76.03,Online,10
REGU_0394,2025-11-17,MacBook Pro,Laptops,212.52,App,5
REGU_0395,2025-11-03,MacBook Pro,Laptops,242.22,Online,0
REGU_0395,2025-11-09,Monitor 4K,Laptops,243.38,Online,10
REGU_0395,2025-11-02,AirPods,Gaming,299.14,Online,20
REGU_0396,2025-10-25,Smartphone Case,Laptops,87.6,App,5
REGU_0396,2025-11-26,AirPods,Accesorios,90.17,App,0
REGU_0396,2025-12-05,MacBook Pro,Accesorios,90.85,App,15
REGU_0396,2025-12-02,AirPods,Gaming,50.0,Tienda,10
REGU_0396,2025-12-14,iPhone 14,Gaming,108.81,App,0
REGU_0397,2025-12-14,Webcam HD,Gaming,235.28,Online,0
REGU_0397,2025-11-07,iPad,Gaming,322.89,Online,5
REGU_0397,2025-10-19,Gaming Mouse,Accesorios,564.98,Online,10
REGU_0397,2025-10-31,Monitor 4K,Accesorios,215.25,Online,5
REGU_0398,2025-11-16,Monitor 4K,Gaming,307.14,Online,0
REGU_0398,2025-10-29,AirPods,Gaming,201.15,App,10
REGU_0398,2025-11-18,iPad,Gaming,259.66,App,5
REGU_0398,2025-12-02,Gaming Mouse,Gaming,256.19,Online,20
REGU_0398,2025-10-29,Smartphone Case,Gaming,191.02,App,10
REGU_0398,2025-12-06,AirPods,Gaming,200.05,App,0
REGU_0398,2025-11-14,AirPods,Gaming,235.84,App,15
REGU_0399,2025-11-24,Webcam HD,Smartphones,147.78,Online,10
REGU_0399,2025-11-23,AirPods,Laptops,213.25,Tienda,5
REGU_0399,2025-10-31,MacBook Pro,Laptops,549.57,App,10
REGU_0399,2025-10-06,MacBook Pro,Accesorios,330.73,Tienda,10
REGU_0399,2025-12-11,Monitor 4K,Laptops,224.01,Tienda,10
REGU_0399,2025-10-07,AirPods,Gaming,215.11,Online,0
REGU_0400,2025-12-07,MacBook Pro,Laptops,97.0,Tienda,10
REGU_0400,2025-12-12,MacBook Pro,Laptops,200.39,Tienda,5
REGU_0400,2025-12-04,Monitor 4K,Gaming,381.18,Tienda,0
REGU_0400,2025-11-15,iPad,Laptops,398.1,Tienda,20
REGU_0400,2025-11-28,iPhone 14,Laptops,691.66,Tienda,10
REGU_0400,2025-12-12,Monitor 4K,Laptops,410.91,Tienda,5
REGU_0401,2025-12-13,Monitor 4K,Laptops,175.0,Online,0
REGU_0401,2025-11-13,Gaming Mouse,Laptops,193.83,Tienda,0
REGU_0401,2025-12-04,Mechanical Keyboard,Laptops,96.01,Online,0
REGU_0401,2025-10-18,AirPods,Laptops,199.12,Online,0
REGU_0402,2025-12-11,MacBook Pro,Laptops,222.55,App,5
REGU_0402,2025-10-28,iPhone 14,Laptops,525.91,App,0
REGU_0402,2025-10-28,iPhone 14,Gaming,276.45,App,0
REGU_0402,2025-11-25,Monitor 4K,Laptops,360.7,App,10
REGU_0402,2025-11-28,AirPods,Laptops,138.83,App,5
REGU_0402,2025-11-21,iPhone 14,Smartphones,170.41,App,5
REGU_0402,2025-10-29,Smartphone Case,Gaming,157.17,App,0
REGU_0402,2025-11-21,Smartphone Case,Laptops,319.08,App,0
REGU_0403,2025-12-11,Mechanical Keyboard,Smartphones,235.79,Tienda,0
REGU_0403,2025-11-30,Webcam HD,Smartphones,256.81,Online,5
REGU_0403,2025-10-10,Webcam HD,Laptops,138.9,Tienda,0
REGU_0403,2025-12-13,MacBook Pro,Smartphones,302.46,Online,0
REGU_0403,2025-11-11,Monitor 4K,Smartphones,285.8,Tienda,20
REGU_0404,2025-11-08,MacBook Pro,Gaming,165.75,Tienda,10
REGU_0404,2025-11-29,iPad,Gaming,157.07,Tienda,0
REGU_0404,2025-12-05,iPhone 14,Accesorios,149.18,Online,10
REGU_0404,2025-11-19,Webcam HD,Gaming,382.4,Online,0
REGU_0404,2025-11-16,AirPods,Gaming,169.61,App,5
REGU_0405,2025-12-10,iPhone 14,Gaming,97.95,Online,0
REGU_0405,2025-12-03,Webcam HD,Gaming,149.87,Online,5
REGU_0405,2025-12-05,Webcam HD,Laptops,86.05,Online,0
REGU_0405,2025-11-09,Gaming Mouse,Gaming,224.44,Online,5
REGU_0405,2025-11-27,Laptop Bag,Accesorios,126.66,Online,10
REGU_0405,2025-11-13,Mechanical Keyboard,Laptops,398.11,Online,10
REGU_0406,2025-11-08,Gaming Mouse,Laptops,273.25,Online,10
REGU_0406,2025-12-13,Monitor 4K,Accesorios,352.73,Tienda,5
REGU_0406,2025-11-12,Monitor 4K,Gaming,303.59,Online,15
REGU_0406,2025-11-16,AirPods,Laptops,193.67,Online,5
REGU_0406,2025-11-24,Laptop Bag,Laptops,119.93,Online,0
REGU_0406,2025-11-12,MacBook Pro,Laptops,246.1,Online,15
REGU_0406,2025-11-20,Smartphone Case,Laptops,249.87,Online,0
REGU_0407,2025-10-23,Mechanical Keyboard,Gaming,519.6,Tienda,5
REGU_0407,2025-11-21,Webcam HD,Smartphones,263.19,Tienda,10
REGU_0407,2025-10-17,Gaming Mouse,Laptops,216.94,Tienda,0
REGU_0408,2025-12-08,Mechanical Keyboard,Gaming,299.7,Online,15
REGU_0408,2025-10-26,iPad,Gaming,376.45,Online,0
REGU_0408,2025-11-22,Gaming Mouse,Gaming,241.29,Online,5
REGU_0409,2025-11-12,MacBook Pro,Accesorios,394.83,Tienda,10
REGU_0409,2025-11-18,Laptop Bag,Laptops,428.31,Online,0
REGU_0409,2025-11-08,Mechanical Keyboard,Smartphones,427.97,Online,0
REGU_0409,2025-12-07,Laptop Bag,Laptops,275.84,Tienda,0
REGU_0410,2025-11-18,Mechanical Keyboard,Smartphones,155.88,Online,5
REGU_0410,2025-11-28,Laptop Bag,Smartphones,171.74,App,0
REGU_0410,2025-12-09,Mechanical Keyboard,Smartphones,235.42,App,15
REGU_0410,2025-12-01,AirPods,Smartphones,559.08,App,0
REGU_0411,2025-10-29,Mechanical Keyboard,Laptops,359.81,Tienda,10
REGU_0411,2025-10-21,Smartphone Case,Laptops,180.33,Tienda,5
REGU_0411,2025-10-26,Monitor 4K,Laptops,654.81,Tienda,15
REGU_0411,2025-11-29,iPhone 14,Laptops,217.14,App,10
REGU_0412,2025-11-15,Monitor 4K,Laptops,117.6,Tienda,10
